time(s)					voltage (mv)	control	SB488	SB488+SB779	diff (TRPV4 current)
0.6295					26.7883		12.207		41.8091		14.6484	    27.1607
0.63					26.8982		11.5967		43.9453		17.0898	    26.8555
0.6305					27.0142		12.8174		45.166		17.395	    27.771
0.631					27.1179		10.376		46.9971		17.7002	    29.2969
0.6315					27.1973		14.6484		43.9453		18.6157	    25.3296
0.632					27.2888		13.7329		48.2178		19.5313	    28.6865
0.6325					27.3987		13.4277		46.0815		18.0054	    28.0761
0.633					27.5085		11.2915		45.4712		17.395	    28.0762
0.6335					27.5879		13.1226		42.1143		20.1416	    21.9727
0.634					27.7039		10.9863		44.5557		20.752	    23.8037
0.6345					27.7832		11.5967		44.5557		19.5313	    25.0244
0.635					27.9053		11.5967		49.4385		20.752	    28.6865
0.6355					27.9907		13.4277		49.4385		19.8364	    29.6021
0.636					28.1128		13.7329		49.4385		19.2261	    30.2124
0.6365					28.186		13.4277		52.7954		18.9209	    33.8745
0.637					28.302		12.8174		49.4385		19.8364	    29.6021
0.6375					28.4119		12.8174		52.4902		22.583	    29.9072
0.638					28.5095		10.0708		55.542		19.8364	    35.7056
0.6385					28.6072		13.1226		52.7954		21.9727	    30.8227
0.639					28.7048		15.564		50.9644		20.4468	    30.5176
0.6395					28.8086		12.5122		51.8799		19.8364	    32.0435
0.64					28.8879		13.7329		51.5747		20.4468	    31.1279
0.6405					28.9978		12.8174		51.2695		19.2261	    32.0434
0.641					29.0833		13.7329		48.2178		21.6675	    26.5503
0.6415					29.1992		13.4277		51.8799		21.3623	    30.5176
0.642					29.303		13.1226		49.4385		18.0054	    31.4331
0.6425					29.3945		11.9019		48.5229		21.3623	    27.1606
0.643					29.4983		14.0381		50.354		18.3105	    32.0435
0.6435					29.5837		12.5122		53.7109		19.2261	    34.4848
0.644					29.6997		11.9019		58.8989		20.1416	    38.7573
0.6445					29.7913		14.3433		56.1523		20.4468	    35.7055
0.645					29.8889		14.9536		57.9834		21.3623	    36.6211
0.6455					29.9805		15.8691		55.2368		20.4468	    34.79
0.646					30.0781		13.7329		55.2368		20.4468	    34.79
0.6465					30.2002		13.1226		59.2041		21.0571	    38.147
0.647					30.2795		14.9536		57.6782		21.0571	    36.6211
0.6475					30.3833		14.9536		56.1523		22.583	    33.5693
0.648					30.4993		13.4277		59.5093		21.6675	    37.8418
0.6485					30.5969		14.6484		58.2886		21.0571	    37.2315
0.649					30.6885		13.1226		58.5938		21.0571	    37.5367
0.6495					30.7739		15.8691		57.6782		21.9727	    35.7055
0.65					30.896		12.207		58.2886		21.0571	    37.2315
0.6505					30.9937		12.8174		62.561		21.0571	    41.5039
0.651					31.0913		12.5122		60.73		23.1934	    37.5366
0.6515					31.189		12.207		62.8662		23.4985	    39.3677
0.652					31.2805		14.3433		63.1714		19.2261	    43.9453
0.6525					31.4026		15.2588		66.5283		20.752	    45.7763
0.653					31.488		14.6484		62.561		22.8882	    39.6728
0.6535					31.5796		12.5122		59.8145		22.2778	    37.5367
0.654					31.6833		14.9536		57.373		20.4468	    36.9262
0.6545					31.7993		15.2588		57.373		21.3623	    36.0107
0.655					31.8787		17.0898		64.3921		21.0571	    43.335
0.6555					31.9885		11.2915		58.5938		23.1934	    35.4004
0.656					32.074		16.1743		64.0869		21.9727	    42.1142
0.6565					32.1838		15.564		62.561		22.583	    39.978
0.657					32.2937		11.9019		58.2886		22.2778	    36.0108
0.6575					32.373		16.7847		60.73		21.9727	    38.7573
0.658					32.4646		14.9536		62.2559		24.4141	    37.8418
0.6585					32.5867		12.207		62.561		23.4985	    39.0625
0.659					32.6843		16.1743		65.0024		22.2778	    42.7246
0.6595					32.7881		12.8174		59.5093		22.583	    36.9263
0.66					32.8674		16.7847		62.561		24.1089	    38.4521
0.6605					32.9895		15.8691		63.7817		21.3623	    42.4194
0.661					33.0811		15.8691		63.1714		25.0244	    38.147
0.6615					33.1909		16.1743		63.4766		25.3296	    38.147
0.662					33.2947		12.207		65.6128		22.8882	    42.7246
0.6625					33.3984		13.4277		62.2559		25.9399	    36.316
0.663					33.4717		14.9536		65.0024		25.6348	    39.3676
0.6635					33.5999		15.8691		63.7817		22.8882	    40.8935
0.664					33.6853		12.207		65.6128		25.3296	    40.2832
0.6645					33.7891		15.564		67.749		26.2451	    41.5039
0.665					33.8623		13.1226		67.749		27.771	    39.978
0.6655					33.9905		15.8691		67.4438		24.1089	    43.3349
0.666					34.0637		14.3433		70.4956		22.2778	    48.2178
0.6665					34.1736		13.4277		68.3594		23.8037	    44.5557
0.667					34.2834		13.1226		66.5283		21.0571	    45.4712
0.6675					34.3811		14.3433		68.6646		20.752	    47.9126
0.668					34.4849		14.0381		69.2749		20.752	    48.5229
0.6685					34.5642		16.4795		69.8853		22.2778	    47.6075
0.669					34.6802		14.6484		68.9697		19.8364	    49.1333
0.6695					34.7656		16.7847		74.1577		24.4141	    49.7436
0.67					34.8633		16.1743		68.6646		25.9399	    42.7247
0.6705					34.9731		15.8691		66.5283		25.3296	    41.1987
0.671					35.0769		16.1743		73.2422		23.1934	    50.0488
0.6715					35.1746		14.6484		72.3267		24.4141	    47.9126
0.672					35.2539		15.8691		64.6973		25.3296	    39.3677
0.6725					35.3577		16.7847		66.2231		23.4985	    42.7246
0.673					35.4797		16.1743		67.749		28.0762	    39.6728
0.6735					35.5835		14.9536		63.4766		27.771	    35.7056
0.674					35.6689		16.4795		66.5283		24.1089	    42.4194
0.6745					35.7727		16.7847		69.5801		27.4658	    42.1143
0.675					35.8826		14.6484		68.3594		26.2451	    42.1143
0.6755					35.9741		14.6484		65.3076		25.0244	    40.2832
0.676					36.0718		19.5313		63.1714		25.0244	    38.147
0.6765					36.1755		15.2588		61.9507		25.0244	    36.9263
0.677					36.261		18.9209		60.73		24.1089	    36.6211
0.6775					36.377		15.8691		64.0869		25.6348	    38.4521
0.678					36.4685		17.7002		67.749		25.9399	    41.8091
0.6785					36.5845		14.3433		75.3784		24.4141	    50.9643
0.679					36.6577		17.395		70.8008		27.771	    43.0298
0.6795					36.7615		18.3105		68.6646		28.0762	    40.5884
0.68					36.8774		15.8691		67.749		27.771	    39.978
0.6805					36.9812		14.3433		70.4956		29.2969	    41.1987
0.681					37.0789		19.2261		74.1577		28.3813	    45.7764
0.6815					37.1643		18.9209		68.3594		25.3296	    43.0298
0.682					37.2742		14.9536		67.1387		28.3813	    38.7574
0.6825					37.3718		15.8691		68.3594		28.9917	    39.3677
0.683					37.4817		15.2588		70.8008		27.4658	    43.335
0.6835					37.561		20.752		70.4956		28.0762	    42.4194
0.684					37.6648		17.7002		72.0215		26.8555	    45.166
0.6845					37.7625		16.1743		70.8008		28.6865	    42.1143
0.685					37.8784		14.9536		75.0732		26.8555	    48.2177
0.6855					37.97		17.395		71.7163		29.6021	    42.1142
0.686					38.0676		18.6157		73.8525		27.4658	    46.3867
0.6865					38.1775		15.564		73.8525		27.4658	    46.3867
0.687					38.2507		17.0898		74.4629		30.5176	    43.9453
0.6875					38.3484		19.2261		72.0215		27.771	    44.2505
0.688					38.4644		18.3105		77.2095		29.2969	    47.9126
0.6885					38.5559		18.6157		78.4302		26.8555	    51.5747
0.689					38.6536		19.2261		73.8525		27.4658	    46.3867
0.6895					38.7512		16.4795		79.3457		29.9072	    49.4385
0.69					38.8672		17.395		79.0405		28.6865	    50.354
0.6905					38.9648		15.564		74.4629		30.2124	    44.2505
0.691					39.0747		18.6157		79.9561		29.9072	    50.0489
0.6915					39.1541		15.8691		76.5991		28.3813	    48.2178
0.692					39.2578		19.5313		76.5991		29.6021	    46.997
0.6925					39.3555		19.5313		79.9561		28.0762	    51.8799
0.693					39.447		18.6157		76.2939		30.8228	    45.4711
0.6935					39.563		18.0054		70.4956		31.4331	    39.0625
0.694					39.6667		17.395		79.6509		29.9072	    49.7437
0.6945					39.7583		19.5313		79.3457		30.5176	    48.8281
0.695					39.8743		18.6157		73.5474		31.7383	    41.8091
0.6955					39.9475		17.7002		76.2939		31.1279	    45.166
0.696					40.0513		20.752		77.5146		31.1279	    46.3867
0.6965					40.1794		17.0898		76.2939		36.0107	    40.2832
0.697					40.2649		22.583		75.3784		31.1279	    44.2505
0.6975					40.3625		19.5313		80.5664		29.9072	    50.6592
0.698					40.4724		19.2261		76.5991		31.4331	    45.166
0.6985					40.5518		17.7002		73.5474		35.4004	    38.147
0.699					40.6677		17.395		80.8716		32.959	    47.9126
0.6995					40.7471		19.5313		81.7871		32.6538	    49.1333
0.7					40.863		18.6157		76.2939		32.0435	    44.2504
0.7005					40.9729		17.7002		78.7354		31.7383	    46.9971
0.701					41.0645		17.0898		78.4302		29.9072	    48.523
0.7015					41.1621		17.7002		79.6509		31.7383	    47.9126
0.702					41.2476		19.2261		78.4302		34.4849	    43.9453
0.7025					41.3696		18.0054		75.9888		30.5176	    45.4712
0.703					41.449		24.1089		80.2612		34.4849	    45.7763
0.7035					41.5588		22.8882		81.7871		34.1797	    47.6074
0.704					41.6443		19.8364		81.1768		33.8745	    47.3023
0.7045					41.7542		22.2778		83.6182		28.9917	    54.6265
0.705					41.864		17.7002		81.7871		32.0435	    49.7436
0.7055					41.9678		19.8364		84.2285		31.1279	    53.1006
0.706					42.0593		20.4468		81.4819		31.7383	    49.7436
0.7065					42.1448		20.752		82.3975		32.959	    49.4385
0.707					42.2668		18.6157		82.3975		35.4004	    46.9971
0.7075					42.3401		17.7002		83.313		36.3159	    46.9971
0.708					42.4561		16.7847		79.0405		33.8745	    45.166
0.7085					42.572		18.0054		79.0405		32.6538	    46.3867
0.709					42.6697		20.752		77.5146		35.0952	    42.4194
0.7095					42.7673		19.2261		76.5991		34.4849	    42.1142
0.71					42.8528		18.3105		76.9043		32.959	    43.9453
0.7105					42.9504		20.752		85.4492		32.3486	    53.1006
0.711					43.0542		18.9209		85.7544		32.0435	    53.7109
0.7115					43.1396		19.2261		88.1958		35.0952	    53.1006
0.712					43.2678		19.5313		82.0923		31.4331	    50.6592
0.7125					43.3655		18.0054		84.5337		30.2124	    54.3213
0.713					43.4692		18.9209		87.8906		35.7056	    52.185
0.7135					43.5608		21.0571		83.6182		30.5176	    53.1006
0.714					43.6646		17.0898		88.8062		32.0435	    56.7627
0.7145					43.7683		18.9209		85.144		36.0107	    49.1333
0.715					43.8538		20.4468		81.1768		37.2314	    43.9454
0.7155					43.9575		20.1416		82.7026		35.7056	    46.997
0.716					44.0491		19.5313		84.8389		33.5693	    51.2696
0.7165					44.165		18.0054		86.9751		35.7056	    51.2695
0.717					44.2627		21.9727		82.0923		33.8745	    48.2178
0.7175					44.3542		19.8364		81.7871		34.4849	    47.3022
0.718					44.4641		18.3105		85.7544		41.1987	    44.5557
0.7185					44.5435		21.3623		92.1631		36.9263	    55.2368
0.719					44.6472		22.583		85.4492		38.7573	    46.6919
0.7195					44.7449		20.1416		86.0596		33.5693	    52.4903
0.72					44.8364		23.4985		96.4355		36.0107	    60.4248
0.7205					44.9707		19.5313		88.1958		39.3677	    48.8281
0.721					45.0684		19.5313		90.6372		35.4004	    55.2368
0.7215					45.1355		20.752		92.1631		34.1797	    57.9834
0.722					45.2515		22.8882		88.501		35.4004	    53.1006
0.7225					45.3369		18.6157		88.1958		36.0107	    52.1851
0.723					45.4529		24.1089		85.4492		33.8745	    51.5747
0.7235					45.5627		22.583		91.2476		34.4849	    56.7627
0.724					45.6421		21.3623		90.332		34.4849	    55.8471
0.7245					45.7581		21.3623		92.1631		37.2314	    54.9317
0.725					45.8618		21.9727		90.332		37.5366	    52.7954
0.7255					45.9534		20.1416		94.2993		39.3677	    54.9316
0.726					46.051		21.3623		90.9424		39.3677	    51.5747
0.7265					46.1487		20.1416		97.0459		38.147	    58.8989
0.727					46.228		20.752		97.3511		35.0952	    62.2559
0.7275					46.3501		19.8364		87.5854		38.147	    49.4384
0.728					46.4294		23.8037		88.8062		35.7056	    53.1006
0.7285					46.5454		21.6675		87.8906		36.6211	    51.2695
0.729					46.6309		19.8364		90.6372		34.79	    55.8472
0.7295					46.7346		24.1089		93.0786		35.4004	    57.6782
0.73					46.8506		21.3623		101.624		33.5693	    68.0547
0.7305					46.9604		20.752		93.3838		37.5366	    55.8472
0.731					47.0398		22.2778		95.8252		39.0625	    56.7627
0.7315					47.1375		22.583		99.1821		41.1987	    57.9834
0.732					47.2534		21.9727		95.8252		42.4194	    53.4058
0.7325					47.3328		23.1934		98.2666		39.0625	    59.2041
0.733					47.4426		19.5313		100.098		38.7573	    61.3407
0.7335					47.5525		21.3623		100.708		39.3677	    61.3403
0.734					47.6563		23.1934		102.844		39.0625	    63.7815
0.7345					47.7478		21.3623		102.234		41.1987	    61.0353
0.735					47.8271		23.4985		98.2666		38.4521	    59.8145
0.7355					47.937		22.8882		101.929		39.0625	    62.8665
0.736					48.0408		20.1416		99.4873		36.6211	    62.8662
0.7365					48.1323		21.0571		98.5718		36.0107	    62.5611
0.737					48.2483		21.0571		99.1821		34.79	    64.3921
0.7375					48.3521		23.8037		102.844		36.0107	    66.8333
0.738					48.4558		25.6348		100.098		39.978	    60.12
0.7385					48.5474		26.2451		100.403		37.8418	    62.5612
0.739					48.645		22.583		102.539		40.5884	    61.9506
0.7395					48.7488		21.9727		110.168		36.9263	    73.2417
0.74					48.822		24.1089		105.591		39.978	    65.613
0.7405					48.9502		22.2778		102.234		40.8936	    61.3404
0.741					49.0295		23.4985		104.37		38.7573	    65.6127
0.7415					49.1394		22.2778		100.403		39.3677	    61.0353
0.742					49.2371		25.0244		105.591		40.8936	    64.6974
0.7425					49.3408		23.8037		111.694		41.1987	    70.4953
0.743					49.4202		26.5503		100.708		39.0625	    61.6455
0.7435					49.5239		27.4658		103.455		38.4521	    65.0029
0.744					49.6399		22.583		104.98		36.9263	    68.0537
0.7445					49.7314		24.7192		102.234		39.3677	    62.8663
0.745					49.8413		23.1934		112.61		42.7246	    69.8854
0.7455					49.9084		23.1934		116.882		43.9453	    72.9367
0.746					50.0183		25.9399		114.746		41.5039	    73.2421
0.7465					50.1465		20.752		114.746		41.5039	    73.2421
0.747					50.2441		24.1089		115.051		46.3867	    68.6643
0.7475					50.3418		22.8882		110.168		44.8608	    65.3072
0.748					50.4395		20.4468		114.441		41.1987	    73.2423
0.7485					50.5249		26.2451		110.474		41.8091	    68.6649
0.749					50.647		23.1934		108.337		43.335	    65.002
0.7495					50.7385		23.1934		111.084		41.1987	    69.8853
0.75					50.824		24.7192		110.779		38.7573	    72.0217
0.7505					50.9094		23.8037		115.356		43.9453	    71.4107
0.751					51.0132		24.7192		112		43.0298	    68.9702
0.7515					51.123		24.4141		106.506		46.6919	    59.8141
0.752					51.239		23.1934		104.065		44.2505	    59.8145
0.7525					51.3184		22.2778		107.117		45.166	    61.951
0.753					51.4343		23.4985		105.896		44.5557	    61.3403
0.7535					51.532		25.0244		107.422		46.0815	    61.3405
0.754					51.6479		23.1934		117.798		43.9453	    73.8527
0.7545					51.7273		23.4985		118.408		42.7246	    75.6834
0.755					51.8433		24.7192		116.577		41.5039	    75.0731
0.7555					51.9409		24.1089		118.713		42.4194	    76.2936
0.756					52.0386		24.7192		116.272		42.1143	    74.1577
0.7565					52.124		26.5503		126.648		40.2832	    86.3648
0.757					52.2278		23.8037		118.408		41.5039	    76.9041
0.7575					52.3193		27.1606		118.103		42.7246	    75.3784
0.758					52.417		26.2451		119.324		43.6401	    75.6839
0.7585					52.5208		25.6348		112.915		44.5557	    68.3593
0.759					52.6245		24.1089		113.525		45.166	    68.359
0.7595					52.7344		24.4141		122.375		44.8608	    77.5142
0.76					52.8198		25.3296		121.155		45.4712	    75.6838
0.7605					52.9114		26.5503		119.629		45.7764	    73.8526
0.761					53.0273		20.752		117.493		43.335	    74.158
0.7615					53.1189		23.1934		120.85		42.7246	    78.1254
0.762					53.241		24.4141		119.934		43.9453	    75.9887
0.7625					53.3386		24.4141		115.662		46.0815	    69.5805
0.763					53.4241		24.1089		117.493		42.1143	    75.3787
0.7635					53.54		25.3296		116.577		42.4194	    74.1576
0.764					53.6377		26.2451		125.122		43.335	    81.787
0.7645					53.7292		25.0244		122.07		46.3867	    75.6833
0.765					53.8147		27.771		125.122		45.7764	    79.3456
0.7655					53.9307		24.1089		120.85		43.335	    77.515
0.766					54.0039		28.3813		118.408		41.8091	    76.5989
0.7665					54.1077		25.9399		119.629		44.2505	    75.3785
0.767					54.2053		21.9727		117.493		45.166	    72.327
0.7675					54.3091		21.0571		124.817		44.5557	    80.2613
0.768					54.4067		21.0571		116.577		43.6401	    72.9369
0.7685					54.5227		21.9727		124.207		48.2178	    75.9892
0.769					54.6204		23.4985		130.005		47.6074	    82.3976
0.7695					54.7119		21.6675		136.414		43.335	    93.079
0.77					54.8218		21.6675		129.7		43.6401	    86.0599
0.7705					54.895		20.752		130.31		45.166	    85.144
0.771					55.011		22.583		127.258		43.335	    83.923
0.7715					55.1331		20.1416		131.836		43.9453	    87.8907
0.772					55.2368		20.1416		126.038		43.6401	    82.3979
0.7725					55.3345		23.4985		138.55		43.9453	    94.6047
0.773					55.4077		20.752		136.108		45.4712	    90.6368
0.7735					55.5176		25.0244		126.038		47.6074	    78.4306
0.774					55.6091		21.6675		121.46		44.8608	    76.5992
0.7745					55.7251		20.1416		133.667		48.2178	    85.4492
0.775					55.8105		23.8037		131.531		46.6919	    84.8391
0.7755					55.9021		24.4141		138.855		45.166	    93.689
0.776					56.012		24.4141		139.771		45.7764	    93.9946
0.7765					56.1218		23.4985		136.108		46.0815	    90.0265
0.777					56.2073		22.8882		139.465		50.0488	    89.4162
0.7775					56.3171		20.4468		137.634		46.6919	    90.9421
0.778					56.4026		22.8882		141.602		45.4712	    96.1308
0.7785					56.5125		23.4985		143.738		43.0298	    100.7082
0.779					56.5918		23.4985		140.991		45.7764	    95.2146
0.7795					56.7017		25.6348		140.381		48.5229	    91.8581
0.78					56.8237		23.4985		148.01		46.3867	    101.6233
0.7805					56.9214		21.6675		135.498		45.166	    90.332
0.781					57.0129		25.6348		140.381		46.3867	    93.9943
0.7815					57.1045		24.4141		146.179		46.0815	    100.0975
0.782					57.2205		21.9727		156.555		51.5747	    104.9803
0.7825					57.2998		24.4141		148.621		49.1333	    99.4877
0.783					57.4036		23.8037		143.738		47.3022	    96.4358
0.7835					57.5195		24.7192		148.315		49.4385	    98.8765
0.784					57.6172		22.2778		144.043		47.9126	    96.1304
0.7845					57.7087		21.3623		145.569		42.7246	    102.8444
0.785					57.7942		23.1934		149.231		48.5229	    100.7081
0.7855					57.9163		21.9727		143.127		46.9971	    96.1299
0.786					57.9895		24.4141		152.893		50.6592	    102.2338
0.7865					58.1116		20.4468		146.79		48.8281	    97.9619
0.787					58.2275		21.6675		143.127		52.7954	    90.3316
0.7875					58.3252		25.0244		139.16		50.354	    88.806
0.788					58.4045		22.583		137.939		47.6074	    90.3316
0.7885					58.5205		23.8037		137.634		50.0488	    87.5852
0.789					58.6182		23.1934		137.939		47.9126	    90.0264
0.7895					58.6975		22.8882		146.179		46.3867	    99.7923
0.79					58.8135		24.1089		151.062		49.4385	    101.6235
0.7905					58.8928		23.4985		146.179		49.1333	    97.0457
0.791					59.0088		22.8882		148.926		50.354	    98.572
0.7915					59.0942		22.583		146.179		51.2695	    94.9095
0.792					59.1858		21.0571		149.841		51.8799	    97.9611
0.7925					59.2896		23.8037		147.4		46.3867	    101.0133
0.793					59.4055		24.4141		155.945		47.9126	    108.0324
0.7935					59.5154		22.583		162.048		51.5747	    110.4733
0.794					59.5947		23.8037		151.978		54.6265	    97.3515
0.7945					59.7046		22.8882		153.809		49.4385	    104.3705
0.795					59.8022		24.7192		150.757		47.6074	    103.1496
0.7955					59.9121		21.9727		162.354		54.0161	    108.3379
0.796					60.022		24.4141		164.795		51.2695	    113.5255
0.7965					60.0952		27.1606		162.659		54.0161	    108.6429
0.797					60.2051		22.583		166.016		56.4575	    109.5585
0.7975					60.2966		27.1606		159.607		52.1851	    107.4219
0.798					60.3882		24.4141		154.114		54.0161	    100.0979
0.7985					60.5103		25.0244		166.626		52.1851	    114.4409
0.799					60.5896		28.3813		169.067		47.9126	    121.1544
0.7995					60.6995		23.1934		172.729		51.2695	    121.4595
0.8					60.8032		23.4985		179.443		53.4058	    126.0372
0.8005					60.9131		25.0244		166.626		54.0161	    112.6099
0.801					61.0046		22.8882		171.814		54.3213	    117.4927
0.8015					61.0901		24.7192		176.392		50.6592	    125.7328
0.802					61.1877		27.4658		177.917		55.2368	    122.6802
0.8025					61.2976		25.9399		168.152		53.4058	    114.7462
0.803					61.3953		26.5503		175.476		51.2695	    124.2065
0.8035					61.4868		25.3296		179.749		49.7437	    130.0053
0.804					61.5784		26.5503		172.119		50.6592	    121.4598
0.8045					61.6882		28.0762		173.34		55.2368	    118.1032
0.805					61.792		28.3813		172.424		56.7627	    115.6613
0.8055					61.8896		26.5503		173.95		55.542	    118.408
0.806					61.9812		27.771		173.035		57.373	    115.662
0.8065					62.1033		22.8882		172.119		54.6265	    117.4925
0.807					62.1887		23.8037		170.593		61.9507	    108.6423
0.8075					62.3047		24.7192		172.119		57.9834	    114.1356
0.808					62.3657		26.5503		172.729		54.6265	    118.1025
0.8085					62.4695		27.4658		175.476		58.2886	    117.1874
0.809					62.5732		24.4141		180.969		61.9507	    119.0183
0.8095					62.6892		27.771		180.054		65.0024	    115.0516
0.81					62.8052		24.7192		177.002		59.8145	    117.1875
0.8105					62.8784		27.4658		181.58		58.5938	    122.9862
0.811					63.0005		24.1089		177.917		59.5093	    118.4077
0.8115					63.0859		27.1606		180.054		57.373	    122.681
0.812					63.1714		25.9399		181.58		61.3403	    120.2397
0.8125					63.2629		27.1606		187.378		61.6455	    125.7325
0.813					63.3972		24.7192		186.157		61.9507	    124.2063
0.8135					63.4827		24.4141		184.631		63.1714	    121.4596
0.814					63.5864		24.7192		186.462		65.3076	    121.1544
0.8145					63.7024		24.1089		185.547		62.8662	    122.6808
0.815					63.7878		28.0762		183.411		65.3076	    118.1034
0.8155					63.8977		25.0244		184.021		60.4248	    123.5962
0.816					63.9771		26.8555		189.514		63.1714	    126.3426
0.8165					64.0991		27.4658		190.125		61.3403	    128.7847
0.817					64.1907		27.1606		184.631		61.6455	    122.9855
0.8175					64.3005		25.9399		185.242		62.2559	    122.9861
0.818					64.386		24.1089		196.838		58.2886	    138.5494
0.8185					64.4836		25.9399		195.007		57.0679	    137.9391
0.819					64.5935		25.0244		202.942		55.2368	    147.7052
0.8195					64.679		25.3296		198.059		59.8145	    138.2445
0.82					64.7888		26.2451		197.754		56.7627	    140.9913
0.8205					64.8743		27.771		187.073		52.7954	    134.2776
0.821					64.9719		25.6348		188.599		53.1006	    135.4984
0.8215					65.0879		26.2451		188.904		54.9316	    133.9724
0.822					65.1855		24.7192		190.125		62.2559	    127.8691
0.8225					65.2954		28.0762		187.073		59.5093	    127.5637
0.823					65.3931		25.0244		189.514		58.2886	    131.2254
0.8235					65.4785		27.1606		199.28		59.8145	    139.4655
0.824					65.5945		28.3813		205.078		62.8662	    142.2118
0.8245					65.6921		26.2451		198.364		61.0352	    137.3288
0.825					65.7776		26.5503		186.768		65.6128	    121.1552
0.8255					65.8813		28.3813		197.449		63.7817	    133.6673
0.826					65.979		26.8555		197.754		61.9507	    135.8033
0.8265					66.0889		26.8555		188.904		56.7627	    132.1413
0.827					66.1804		25.6348		193.176		62.561	    130.615
0.8275					66.2903		31.1279		191.65		60.73	    130.92
0.828					66.3696		26.5503		185.852		62.2559	    123.5961
0.8285					66.4917		24.1089		192.566		61.0352	    131.5308
0.829					66.5833		29.2969		195.007		62.2559	    132.7511
0.8295					66.6687		29.9072		189.514		60.1196	    129.3944
0.83					66.7908		28.9917		188.293		62.561	    125.732
0.8305					66.8945		23.8037		190.125		62.8662	    127.2588
0.831					66.9922		28.0762		205.994		63.4766	    142.5174
0.8315					67.0715		26.2451		201.416		59.8145	    141.6015
0.832					67.1936		28.9917		193.481		59.2041	    134.2769
0.8325					67.2729		29.2969		192.566		61.9507	    130.6153
0.833					67.395		28.9917		197.449		61.6455	    135.8035
0.8335					67.4988		27.4658		206.909		61.0352	    145.8738
0.834					67.5964		26.8555		198.669		60.73	    137.939
0.8345					67.6941		27.771		203.247		58.5938	    144.6532
0.835					67.7795		26.8555		204.468		65.3076	    139.1604
0.8355					67.8772		28.9917		202.942		62.2559	    140.6861
0.836					67.9749		28.3813		205.383		64.3921	    140.9909
0.8365					68.0664		28.9917		207.214		68.6646	    138.5494
0.837					68.1702		30.8228		212.402		66.5283	    145.8737
0.8375					68.2678		28.3813		217.59		66.5283	    151.0617
0.838					68.3899		29.9072		208.13		70.4956	    137.6344
0.8385					68.4814		29.9072		206.299		70.8008	    135.4982
0.839					68.5913		29.2969		215.454		74.1577	    141.2963
0.8395					68.6951		27.1606		216.37		66.8335	    149.5365
0.84					68.7622		30.8228		215.149		67.749	    147.4
0.8405					68.8904		25.6348		215.149		64.3921	    150.7569
0.841					68.9636		31.4331		204.163		62.561	    141.602
0.8415					69.0735		28.0762		214.233		60.4248	    153.8082
0.842					69.1833		29.6021		214.233		62.2559	    151.9771
0.8425					69.2871		27.771		212.097		65.6128	    146.4842
0.843					69.3726		30.5176		219.116		61.6455	    157.4705
0.8435					69.4702		28.9917		207.214		66.2231	    140.9909
0.844					69.5801		30.2124		222.778		63.7817	    158.9963
0.8445					69.6716		30.5176		215.149		61.9507	    153.1983
0.845					69.7754		30.5176		207.52		72.3267	    135.1933
0.8455					69.8608		28.0762		213.013		64.3921	    148.6209
0.846					69.9524		27.771		208.13		63.4766	    144.6534
0.8465					70.0806		30.5176		194.702		65.6128	    129.0892
0.847					70.166		28.6865		198.669		67.1387	    131.5303
0.8475					70.282		30.8228		197.754		63.4766	    134.2774
0.848					70.3857		24.4141		212.097		61.3403	    150.7567
0.8485					70.459		29.2969		203.552		66.8335	    136.7185
0.849					70.5872		29.6021		212.708		65.6128	    147.0952
0.8495					70.6604		30.5176		208.74		61.9507	    146.7893
0.85					70.7642		28.6865		212.097		66.5283	    145.5687
0.8505					70.8679		30.2124		216.675		63.4766	    153.1984
0.851					70.9717		32.3486		208.435		59.8145	    148.6205
0.8515					71.0632		31.4331		198.059		67.4438	    130.6152
0.852					71.1792		28.0762		204.163		66.8335	    137.3295
0.8525					71.2585		31.1279		209.351		66.5283	    142.8227
0.853					71.3806		27.4658		219.727		66.2231	    153.5039
0.8535					71.4478		31.4331		210.266		70.8008	    139.4652
0.854					71.5515		32.0435		224.915		73.5474	    151.3676
0.8545					71.6736		28.9917		218.506		73.2422	    145.2638
0.855					71.7468		32.959		213.623		72.6318	    140.9912
0.8555					71.8567		31.7383		217.285		69.2749	    148.0101
0.856					71.9604		31.4331		218.201		66.8335	    151.3675
0.8565					72.0886		30.2124		215.149		68.3594	    146.7896
0.857					72.1619		30.8228		200.806		68.3594	    132.4466
0.8575					72.2778		29.9072		219.421		69.8853	    149.5357
0.858					72.345		31.1279		218.506		67.4438	    151.0622
0.8585					72.4426		32.6538		224.915		69.2749	    155.6401
0.859					72.5586		32.0435		227.356		68.3594	    158.9966
0.8595					72.6501		30.5176		220.337		66.8335	    153.5035
0.86					72.7661		31.4331		225.22		69.2749	    155.9451
0.8605					72.8638		33.5693		228.271		66.2231	    162.0479
0.861					72.9614		30.2124		227.051		72.6318	    154.4192
0.8615					73.0713		29.2969		221.252		69.2749	    151.9771
0.862					73.175		30.5176		229.492		68.9697	    160.5223
0.8625					73.2788		30.2124		239.258		71.106	    168.152
0.863					73.3398		32.3486		240.173		71.4111	    168.7619
0.8635					73.4619		31.1279		233.765		72.6318	    161.1332
0.864					73.5596		31.4331		242.92		72.0215	    170.8985
0.8645					73.6572		32.6538		244.751		73.2422	    171.5088
0.865					73.7732		31.7383		242.92		66.8335	    176.0865
0.8655					73.8586		29.2969		229.492		71.106	    158.386
